authorName;bookTitle;links;avg_rating;ratings;published;edition;rank
Darrell Huff;How to Lie with Statistics;https://www.goodreads.com/book/show/51291.How_to_Lie_with_Statistics;3,85;13920;1954;50;1
Charles Wheelan;Naked Statistics: Stripping the Dread from the Data;https://www.goodreads.com/book/show/17986418-naked-statistics;3,95;12106;2012;20;2
David Spiegelhalter;The Art of Statistics: How to Learn from Data;https://www.goodreads.com/book/show/43722897-the-art-of-statistics;4,18;3118;2019;20;3
Tim Harford;The Data Detective: Ten Easy Rules to Make Sense of Statistics;https://www.goodreads.com/book/show/53605067-the-data-detective;4,15;4001;2020;18;4
Paul Kleinman;Psych 101: Psychology Facts, Basics, Statistics, Tests, and More!;https://www.goodreads.com/book/show/14618921-psych-101;4,00;2226;2012;5;5
David Salsburg;The Lady Tasting Tea: How Statistics Revolutionized Science in the Twentieth Century;https://www.goodreads.com/book/show/106350.The_Lady_Tasting_Tea;3,91;1611;2001;8;6
Kaiser Fung;Numbers Rule Your World: The Hidden Influence of Probabilities and Statistics on Everything You Do;https://www.goodreads.com/book/show/6633968-numbers-rule-your-world;3,57;1177;2010;5;7
Larry Gonick;The Cartoon Guide to Statistics;https://www.goodreads.com/book/show/168872.The_Cartoon_Guide_to_Statistics;3,88;1391;1993;14;8
Sandeep Garg;Statistics for Economics, Class XI;https://www.goodreads.com/book/show/26158596-statistics-for-economics-class-xi;3,81;309;NA;1;9
Nathan Yau;Visualize This: The FlowingData Guide to Design, Visualization, and Statistics;https://www.goodreads.com/book/show/11054622-visualize-this;3,89;1146;2011;12;10
Alex Reinhart;Statistics Done Wrong: The Woefully Complete Guide;https://www.goodreads.com/book/show/23241062-statistics-done-wrong;4,18;944;2013;7;11
M.G. Bulmer;Principles of Statistics;https://www.goodreads.com/book/show/340019.Principles_of_Statistics;3,98;1395;2012;4;12
T.R. Jain;Statistics for Economics - Class XI;https://www.goodreads.com/book/show/25718787-statistics-for-economics---class-xi;3,71;332;NA;4;13
Alan Schwarz;The Numbers Game: Baseball's Lifelong Fascination with Statistics;https://www.goodreads.com/book/show/225819.The_Numbers_Game;3,98;1160;2004;4;14
S.C. Gupta;Fundamentals of Mathematical Statistics;https://www.goodreads.com/book/show/26631508-fundamentals-of-mathematical-statistics;3,85;215;NA;3;15
T. Veerarajan;Probability, Statistics And Random Processes;https://www.goodreads.com/book/show/8426802-probability-statistics-and-random-processes;3,98;239;NA;2;16
Peter Bruce;Practical Statistics for Data Scientists: 50 Essential Concepts;https://www.goodreads.com/book/show/28646693-practical-statistics-for-data-scientists;4,01;401;NA;8;17
S.C. Gupta;Fundamental of Applied Statistics;https://www.goodreads.com/book/show/22317464-fundamental-of-applied-statistics;3,67;222;NA;2;18
J.K. Thukral;Business Mathematics and Statistics;https://www.goodreads.com/book/show/23796668-business-mathematics-and-statistics;4,01;114;2014;1;19
Suresh K. Sharma;Nursing Research & Statistics;https://www.goodreads.com/book/show/36233541-nursing-research-statistics;3,84;161;NA;7;20
Richard I. Levin;Statistics for Management;https://www.goodreads.com/book/show/486375.Statistics_for_Management;4,08;227;1978;17;21
Larry Wasserman;All of Statistics: A Concise Course in Statistical Inference;https://www.goodreads.com/book/show/411722.All_of_Statistics;4,22;314;2003;10;22
Eileen Magnello;Introducing Statistics: A Graphic Guide;https://www.goodreads.com/book/show/23252375-introducing-statistics;3,40;327;2005;6;23
goldenmaknae5620;Introduction to Statistics—Student Study Guide;https://www.goodreads.com/book/show/1579048.Introduction_to_Statistics_Student_Study_Guide;3,91;141;NA;1;24
Will Kurt;Bayesian Statistics the Fun Way: Understanding Statistics and Probability with Star Wars, Lego, and Rubber Ducks;https://www.goodreads.com/book/show/41392893-bayesian-statistics-the-fun-way;4,16;276;NA;3;25
Jay L. Devore;Student Solutions Manual for Devore's Probability and Statistics for Engineering and Science, 8th;https://www.goodreads.com/book/show/12489227-student-solutions-manual-for-devore-s-probability-and-statistics-for-eng;4,06;134;1995;5;26
Joel Best;Damned Lies and Statistics: Untangling Numbers from the Media, Politicians, and Activists;https://www.goodreads.com/book/show/51289.Damned_Lies_and_Statistics;3,74;675;1998;18;27
Richard I. Levin;Statistics for Management: Student Solutions Manual;https://www.goodreads.com/book/show/486373.Statistics_for_Management;3,82;132;NA;1;28
Deborah J. Rumsey;Statistics for Dummies;https://www.goodreads.com/book/show/168871.Statistics_for_Dummies;3,62;552;2003;40;29
Gary Smith;Standard Deviations: Flawed Assumptions, Tortured Data, and Other Ways to Lie with Statistics;https://www.goodreads.com/book/show/18693973-standard-deviations;3,91;582;2014;18;30
Daniel J. Levitin;A Field Guide to Lies and Statistics: A Neuroscientist on How to Make Sense of a Complex World;https://www.goodreads.com/book/show/33871694-a-field-guide-to-lies-and-statistics;3,76;3681;2016;41;31
Morten Jerven;Poor Numbers: How We Are Misled by African Development Statistics;https://www.goodreads.com/book/show/16167926-poor-numbers;3,74;136;2013;3;32
Andy Field;Discovering Statistics Using SPSS;https://www.goodreads.com/book/show/339991.Discovering_Statistics_Using_SPSS;4,18;1509;2000;31;33
David J. Hand;Statistics: A Very Short Introduction;https://www.goodreads.com/book/show/5115533-statistics;3,52;454;2008;12;34
David Freedman;Statistics;https://www.goodreads.com/book/show/147358.Statistics;3,87;347;1978;14;35
Sandeep Garg;Statistics for Economics Class 11;https://www.goodreads.com/book/show/35002039-statistics-for-economics-class-11;4,09;103;NA;1;36
Derek Rowntree;Statistics Without Tears: An Introduction for Non-Mathematicians;https://www.goodreads.com/book/show/578667.Statistics_Without_Tears;3,96;502;1981;8;37
Jeff Sauro;Quantifying the User Experience: Practical Statistics for User Research;https://www.goodreads.com/book/show/13515351-quantifying-the-user-experience;4,27;177;2012;6;38
Daniel J Levitin;A Field Guide to Lies: Critical Thinking with Statistics and the Scientific Method;https://www.goodreads.com/book/show/54879347-a-field-guide-to-lies;3,95;43;NA;1;39
Andy Field;Discovering Statistics Using R;https://www.goodreads.com/book/show/14468215-discovering-statistics-using-r;4,26;309;2012;8;40
Paul Teetor;R Cookbook: Proven Recipes for Data Analysis, Statistics, and Graphics;https://www.goodreads.com/book/show/10649139-r-cookbook;4,05;434;2011;8;41
B.L. Agarwal;Programmed Statistics;https://www.goodreads.com/book/show/23046077-programmed-statistics;4,24;80;2009;2;42
Shin Takahashi;The Manga Guide to Statistics;https://www.goodreads.com/book/show/4286771-the-manga-guide-to-statistics;3,91;349;2008;8;43
Dawn Griffiths;Head First Statistics;https://www.goodreads.com/book/show/4419784-head-first-statistics;3,93;239;2008;14;44
Ronald E. Walpole;Probability And Statistics For Engineers And Scientists;https://www.goodreads.com/book/show/245928.Probability_And_Statistics_For_Engineers_And_Scientists;4,04;388;1978;24;45
Michael G. Milton;Head First Data Analysis: A Learner's Guide to Big Numbers, Statistics, and Good Decisions;https://www.goodreads.com/book/show/6484866-head-first-data-analysis;3,67;258;2009;16;46
Andrew J. Vickers;What is a P-Value Anyway? 34 Stories to Help You Actually Understand Statistics;https://www.goodreads.com/book/show/7196552-what-is-a-p-value-anyway-34-stories-to-help-you-actually-understand-sta;3,88;213;2009;1;47
Judea Pearl;Causal Inference in Statistics: A Primer;https://www.goodreads.com/book/show/27164550-causal-inference-in-statistics;4,11;164;2016;6;48
Grady Klein;The Cartoon Introduction to Statistics;https://www.goodreads.com/book/show/16075912-the-cartoon-introduction-to-statistics;3,90;310;2013;5;49
David Spiegelhalter;Sex by Numbers: What Statistics Can Tell Us About Sexual Behaviour;https://www.goodreads.com/book/show/25266687-sex-by-numbers;3,93;149;2015;5;50
J. Susan Milton;Student Solutions Manual for Use with Introduction to Probability and Statistics;https://www.goodreads.com/book/show/2672408-student-solutions-manual-for-use-with-introduction-to-probability-and-st;3,84;49;2002;1;51
J.K. Sharma;Problems and Solutions of Business Statistics;https://www.goodreads.com/book/show/16941808-problems-and-solutions-of-business-statistics;4,00;54;2011;2;52
Mike Nemeth;Lies, Damned Lies and Statistics;https://www.goodreads.com/book/show/41441375-lies-damned-lies-and-statistics;3,91;11;NA;1;53
P.R. Vittal;Business Mathematics and Statistics;https://www.goodreads.com/book/show/30652420-business-mathematics-and-statistics;3,72;64;NA;1;54
Paul Newbold;Student Solutions Manual for Statistics for Business and Economics;https://www.goodreads.com/book/show/13661214-student-solutions-manual-for-statistics-for-business-and-economics;4,32;40;2012;1;55
Prem S. Mann;Introductory Statistics, Instructor's Solutions Manual;https://www.goodreads.com/book/show/14764266-introductory-statistics-instructor-s-solutions-manual;4,02;57;NA;1;56
Michael Baron;Solutions Manual for Probablility and Statistics for Computer Scientists;https://www.goodreads.com/book/show/2787687-solutions-manual-for-probablility-and-statistics-for-computer-scientists;4,18;40;NA;1;57
Oliver Theobald;Statistics for Absolute Beginners: A Plain English Introduction;https://www.goodreads.com/book/show/36333089-statistics-for-absolute-beginners;4,06;77;NA;5;58
Ronald E. Walpole;Solutions Manual To Accompany Introduction To Statistics;https://www.goodreads.com/book/show/7754007-solutions-manual-to-accompany-introduction-to-statistics;3,74;69;NA;1;59
Prem S. Mann;Introductory Statistics, Student Solutions Manual;https://www.goodreads.com/book/show/8245964-introductory-statistics-student-solutions-manual;4,13;77;1998;7;60
Stephen M. Stigler;The History of Statistics: The Measurement of Uncertainty Before 1900;https://www.goodreads.com/book/show/416113.The_History_of_Statistics;4,12;85;1986;2;61
Alberto León García;Student Solutions Manual for Probability, Statistics, and Random Processes for Electrical Engineering;https://www.goodreads.com/book/show/4197071-student-solutions-manual-for-probability-statistics-and-random-process;4,20;60;2008;1;62
J.K. Thukral;Business Statistics;https://www.goodreads.com/book/show/27278454-business-statistics;4,00;39;NA;1;63
Neil J. Salkind;Statistics for People Who (Think They) Hate Statistics;https://www.goodreads.com/book/show/77533.Statistics_for_People_Who_Think_They_Hate_Statistics;3,67;639;2000;86;64
Timothy C. Urdan;Statistics in Plain English;https://www.goodreads.com/book/show/1021456.Statistics_in_Plain_English;3,88;325;2001;34;65
CK-12 Foundation;CK-12 Advanced Probability and Statistics;https://www.goodreads.com/book/show/9412241-ck-12-advanced-probability-and-statistics;3,29;131;2010;1;66
S.C. Gupta;Fundamentals of Statistics;https://www.goodreads.com/book/show/25809043-fundamentals-of-statistics;3,85;55;2012;1;67
B.L. Agarwal;Basic Statistics;https://www.goodreads.com/book/show/6148859-basic-statistics;3,90;41;1996;5;68
Sarah Boslaugh;Statistics in a Nutshell: A Desktop Quick Reference;https://www.goodreads.com/book/show/3350960-statistics-in-a-nutshell;3,89;192;2008;13;69
Lee J. Bain;Introduction to Probability and Mathematical Statistics;https://www.goodreads.com/book/show/1258309.Introduction_to_Probability_and_Mathematical_Statistics;3,84;73;2000;1;70
Allan G. Bluman;Elementary Statistics: A Step by Step Approach;https://www.goodreads.com/book/show/340014.Elementary_Statistics;3,50;200;1992;89;71
S.K. Mangal;Statistics in Psychology and Education;https://www.goodreads.com/book/show/21168956-statistics-in-psychology-and-education;3,63;63;2004;2;72
Peter Dalgaard;Introductory Statistics with R;https://www.goodreads.com/book/show/203869.Introductory_Statistics_with_R;3,83;196;2002;6;73
Andy Field;An Adventure in Statistics: The Reality Enigma;https://www.goodreads.com/book/show/27804537-an-adventure-in-statistics;4,07;97;NA;6;74
Dennis D. Wackerly;Mathematical Statistics with Applications (Mathematical Statistics;https://www.goodreads.com/book/show/115105.Mathematical_Statistics_with_Applications_Mathematical_Statistics;3,70;149;1995;3;75
Prem S. Mann;Introductory Statistics;https://www.goodreads.com/book/show/424689.Introductory_Statistics;3,78;165;NA;136;76
Peter Bruce;Practical Statistics for Data Scientists: 50+ Essential Concepts Using R and Python;https://www.goodreads.com/book/show/48816585-practical-statistics-for-data-scientists;4,22;72;NA;7;77
William Mendenhall;Student Solutions Manual for Mendenhall/Beaver/Beaver's Introduction to Probability and Statistics, 14th;https://www.goodreads.com/book/show/12045942-student-solutions-manual-for-mendenhall-beaver-beaver-s-introduction-to;3,93;27;2001;5;78
Julia Indichova;Inconceivable: A Woman's Triumph Over Despair and Statistics;https://www.goodreads.com/book/show/30587.Inconceivable;3,86;283;1998;7;79
David M. Levine;Even You Can Learn Statistics: A Guide for Everyone Who Has Ever Been Afraid of Statistics;https://www.goodreads.com/book/show/9339235-even-you-can-learn-statistics;3,48;128;2004;9;80
Ken Black;Applied Business Statistics: Making Better Business Decisions;https://www.goodreads.com/book/show/15025250-applied-business-statistics;3,90;51;2012;11;81
John A. Rice;Mathematical Statistics and Data Analysis;https://www.goodreads.com/book/show/1873819.Mathematical_Statistics_and_Data_Analysis;3,81;160;1988;12;82
Anand Kumar;IIT-JAM: Mathematical Statistics;https://www.goodreads.com/book/show/25787263-iit-jam;3,59;41;NA;1;83
K.M. Ramachandran;Student Solutions Manual, Mathematical Statistics with Applications;https://www.goodreads.com/book/show/16957161-student-solutions-manual-mathematical-statistics-with-applications;3,71;31;2009;2;84
Janet Crawshaw;A Concise Course in Advanced Level Statistics: With Worked Examples;https://www.goodreads.com/book/show/1358467.A_Concise_Course_in_Advanced_Level_Statistics;3,94;53;1984;6;85
J. Susan Milton;Introduction to Probability and Statistics: Principles and Applications for Engineering and the Computing Sciences;https://www.goodreads.com/book/show/8295549-introduction-to-probability-and-statistics;3,70;43;1994;6;86
Brooke Magnanti;Sex, Lies & Statistics;https://www.goodreads.com/book/show/36224357-sex-lies-statistics;3,97;62;2017;2;87
David M. Levine;Business Statistics: A First Course;https://www.goodreads.com/book/show/19801127-business-statistics;3,70;118;1999;56;88
Morris H. DeGroot;Probability and Statistics;https://www.goodreads.com/book/show/979760.Probability_and_Statistics;3,88;129;1975;20;89
V. Sundarapandian;Probability, Statistics and Queueing Theory;https://www.goodreads.com/book/show/21370093-probability-statistics-and-queueing-theory;4,04;28;2009;2;90
Jay L. Devore;Probability And Statistics For Engineering And The Sciences;https://www.goodreads.com/book/show/1322438.Probability_And_Statistics_For_Engineering_And_The_Sciences;3,43;185;1982;42;91
Joel Best;More Damned Lies and Statistics: How Numbers Confuse Public Issues;https://www.goodreads.com/book/show/51290.More_Damned_Lies_and_Statistics;3,71;148;2004;7;92
Richard A. Johnson;Student's Solutions Manual for Miller & Freund's Probability and Statistics for Engineers;https://www.goodreads.com/book/show/245916.Student_s_Solutions_Manual_for_Miller_Freund_s_Probability_and_Statistics_for_Engineers;3,87;62;1993;3;93
David M. Diez;OpenIntro Statistics;https://www.goodreads.com/book/show/17286219-openintro-statistics;4,04;229;2012;10;94
Barbara Illowsk;Introductory Business Statistics;https://www.goodreads.com/book/show/41551659-introductory-business-statistics;4,22;18;NA;1;95
Henry Stark;Probability, Statistics, and Random Processes for Engineers;https://www.goodreads.com/book/show/13660433-probability-statistics-and-random-processes-for-engineers;4,36;45;2011;1;96
Irwin Miller;John E. Freund's Mathematical Statistics with Applications;https://www.goodreads.com/book/show/712247.John_E_Freund_s_Mathematical_Statistics_with_Applications;3,98;96;1998;14;97
Justin Joque;Revolutionary Mathematics: Artificial Intelligence, Statistics, and the Logic of Capitalism;https://www.goodreads.com/book/show/57989095-revolutionary-mathematics;3,88;16;NA;2;98
Leonard J. Savage;The Foundations of Statistics;https://www.goodreads.com/book/show/1639056.The_Foundations_of_Statistics;3,97;37;1972;4;99
George E.P. Box;Statistics for Experimenters: Design, Innovation, and Discovery;https://www.goodreads.com/book/show/815344.Statistics_for_Experimenters;4,41;78;1978;5;100
Robert P. Abelson;Statistics As Principled Argument;https://www.goodreads.com/book/show/226575.Statistics_As_Principled_Argument;4,17;95;1995;9;101
Ajit Patil;Research methodology & medical statistics;https://www.goodreads.com/book/show/39670020-research-methodology-medical-statistics;3,32;25;NA;2;102
CK-12 Foundation;CK-12 Basic Probability and Statistics: A Short Course;https://www.goodreads.com/book/show/18527179-ck-12-basic-probability-and-statistics;3,70;83;2012;1;103
Lee Baker;Truth, Lies & Statistics: How to Lie with Statistics (Bite-Size Stats Series Book 1);https://www.goodreads.com/book/show/36911609-truth-lies-statistics;4,13;87;NA;2;104
Robert V. Hogg;Introduction to Mathematical Statistics;https://www.goodreads.com/book/show/756267.Introduction_to_Mathematical_Statistics;3,59;103;1962;23;105
Anthony J. Hayter;Student Solutions Manual for Hayter's Probability and Statistics for Engineers and Scientists, 4th;https://www.goodreads.com/book/show/12767066-student-solutions-manual-for-hayter-s-probability-and-statistics-for-eng;4,76;33;2006;2;106
Earl K. Bowen;Basic Statistics for Business and Economics;https://www.goodreads.com/book/show/3013555-basic-statistics-for-business-and-economics;3,81;48;1982;1;107
Frederick J. Gravetter;Statistics for the Behavioral Sciences;https://www.goodreads.com/book/show/1382147.Statistics_for_the_Behavioral_Sciences;3,51;327;1996;41;108
Paul Newbold;Statistics for Business and Economics [with Student CD];https://www.goodreads.com/book/show/340021.Statistics_for_Business_and_Economics_with_Student_CD_;3,78;133;1976;39;109
N.D. Vohra;Business Statistics;https://www.goodreads.com/book/show/28185047-business-statistics;3,81;21;NA;1;110
David Borman;Statistics 101: From Data Analysis and Predictive Modeling to Measuring Distribution and Determining Probability, Your Essential Guide to Statistics;https://www.goodreads.com/book/show/37588468-statistics-101;2,75;68;2018;4;111
Murray R. Spiegel;Schaum's Outline of Probability and Statistics;https://www.goodreads.com/book/show/205509.Schaum_s_Outline_of_Probability_and_Statistics;3,81;149;1975;30;112
Peter Turchin;Figuring Out The Past: The 3,495 Vital Statistics that Explain World History;https://www.goodreads.com/book/show/52041445-figuring-out-the-past;3,10;62;2020;9;113
Barbara G. Tabachnick;Using Multivariate Statistics;https://www.goodreads.com/book/show/1567121.Using_Multivariate_Statistics;3,87;228;1983;21;114
Mario F. Triola;Elementary Statistics;https://www.goodreads.com/book/show/884028.Elementary_Statistics;3,43;355;1983;137;115
Robert A. Donnelly Jr.;The Complete Idiot's Guide to Statistics;https://www.goodreads.com/book/show/747387.The_Complete_Idiot_s_Guide_to_Statistics;3,67;166;2004;13;116
Kishor S. Trivedi;Probability and Statistics with Reliability, Queuing, and Computer Science Applications;https://www.goodreads.com/book/show/3606849-probability-and-statistics-with-reliability-queuing-and-computer-scien;4,04;24;1982;6;117
Hugh Coolican;Research Methods and Statistics in Psychology;https://www.goodreads.com/book/show/8178985-research-methods-and-statistics-in-psychology;3,89;161;1990;8;118
Tilman M. Davies;The Book of R: A First Course in Programming and Statistics;https://www.goodreads.com/book/show/26529994-the-book-of-r;4,17;46;2015;4;119
CK-12 Foundation;CK-12 Advanced Probability and Statistics, Volume 1;https://www.goodreads.com/book/show/18527171-ck-12-advanced-probability-and-statistics-volume-1;3,79;57;2012;1;120
J.K. Sharma;Business Statistics;https://www.goodreads.com/book/show/10091849-business-statistics;4,29;48;2006;10;121
Adam Tooze;Statistics and the German State, 1900 1945: The Making of Modern Economic Knowledge;https://www.goodreads.com/book/show/3218298-statistics-and-the-german-state-1900-1945;4,50;10;2001;3;122
Vijay K. Rohatgi;An Introduction to Probability Theory and Mathematical Statistics;https://www.goodreads.com/book/show/3273207-an-introduction-to-probability-theory-and-mathematical-statistics;3,96;24;1976;3;123
J.K. Thukral;Fundamentals of Business Statistics- B.com (Hons.) [Choice Based Credit System (CBCS)] (4th Edition, July 2016);https://www.goodreads.com/book/show/34427366-fundamentals-of-business-statistics--b-com-hons-choice-based-credit;4,03;29;NA;1;124
Bruce B. Frey;Statistics Hacks: Tips & Tools for Measuring the World and Beating the Odds;https://www.goodreads.com/book/show/103446.Statistics_Hacks;3,58;110;1980;7;125
David F. Groebner;Student Solutions Manual for Business Statistics: Decision Making;https://www.goodreads.com/book/show/3172761-student-solutions-manual-for-business-statistics;3,58;19;1981;4;126
Stephen M. Stigler;Statistics on the Table: The History of Statistical Concepts and Methods;https://www.goodreads.com/book/show/610124.Statistics_on_the_Table;4,11;47;1999;4;127
Deborah J. Rumsey;Statistics II for Dummies;https://www.goodreads.com/book/show/6588773-statistics-ii-for-dummies;3,80;95;2009;23;128
R. Kumar;Probability and Mathematical Statistics;https://www.goodreads.com/book/show/21529185-probability-and-mathematical-statistics;3,04;23;NA;1;129
J.P. Guilford;Fundamental Statistics in Psychology and Education;https://www.goodreads.com/book/show/1779017.Fundamental_Statistics_in_Psychology_and_Education;3,40;45;1973;3;130
Marco Taboga;Lectures on Probability Theory and Mathematical Statistics;https://www.goodreads.com/book/show/17903816-lectures-on-probability-theory-and-mathematical-statistics;4,33;18;2012;3;131
Ben Lambert;A Student’s Guide to Bayesian Statistics;https://www.goodreads.com/book/show/39784111-a-student-s-guide-to-bayesian-statistics;4,37;57;NA;5;132
T.R. Jain;Business Mathematics And Statistics;https://www.goodreads.com/book/show/7207792-business-mathematics-and-statistics;3,55;40;NA;1;133
Allen B. Downey;Think Bayes: Bayesian Statistics in Python;https://www.goodreads.com/book/show/18460008-think-bayes;3,88;231;2012;9;134
Andrew Gelman;Teaching Statistics: A Bag of Tricks;https://www.goodreads.com/book/show/875380.Teaching_Statistics;3,92;60;2002;7;135
Ken Black;Business Statistics: Contemporary Decision Making;https://www.goodreads.com/book/show/1997505.Business_Statistics;3,92;118;1991;128;136
M. Nurul Islam;An Introduction to statistics and probability;https://www.goodreads.com/book/show/34188459-an-introduction-to-statistics-and-probability;3,83;18;2001;1;137
Gerald Keller;Student Solutions Manual for Keller S Statistics for Management and Economics, 8th;https://www.goodreads.com/book/show/10861995-student-solutions-manual-for-keller-s-statistics-for-management-and-econ;4,13;23;1998;6;138
Peter Morgan;Data Science from Scratch with Python: Step-by-Step Beginner Guide for Statistics, Machine Learning, Deep learning and NLP using Python, Numpy, Pandas, Scipy, Matplotlib, Sciki-Learn, TensorFlow;https://www.goodreads.com/book/show/41473346-data-science-from-scratch-with-python;3,75;32;NA;2;139
Jan W. Kuzma;Basic Statistics for the Health Sciences;https://www.goodreads.com/book/show/1447680.Basic_Statistics_for_the_Health_Sciences;3,73;26;1999;9;140
Tukufu Zuberi;Thicker Than Blood: How Racial Statistics Lie;https://www.goodreads.com/book/show/51293.Thicker_Than_Blood;4,00;40;2001;4;141
Andy Mitchell;The ESRI Guide to GIS Analysis, Volume 2: Spatial Measurements and Statistics;https://www.goodreads.com/book/show/245418.The_ESRI_Guide_to_GIS_Analysis_Volume_2;4,04;81;2005;6;142
