authorName;bookTitle;links;avg_rating;ratings;published;edition;rank
Gary W. Heiman;Basic Statistics for the Behavioral Sciences;https://www.goodreads.com/book/show/8740317-basic-statistics-for-the-behavioral-sciences;3,30;47;1992;24;566
Mario F. Triola;Elementary Statistics Using the TI-83/84 Plus Calculator (Triola Statistics Series);https://www.goodreads.com/book/show/8735427-elementary-statistics-using-the-ti-83-84-plus-calculator;3,68;37;2007;27;567
Roger J. Barlow;Statistics: A Guide to the Use of Statistical Methods in the Physical Sciences;https://www.goodreads.com/book/show/1322290.Statistics;4,36;25;1989;5;568
G. Jay Kerns;Introduction To Probability And Statistics Using R;https://www.goodreads.com/book/show/10346128-introduction-to-probability-and-statistics-using-r;3,64;11;NA;2;569
Morris E. Chafetz;Big Fat Liars: How Politicians, Corporations, and the Media use Science and Statistics To Manipulate the Public;https://www.goodreads.com/book/show/933546.Big_Fat_Liars;3,85;13;2005;3;574
Mangal S. K.;Statistics in Psychology and Education;https://www.goodreads.com/book/show/25544266-statistics-in-psychology-and-education;4,31;13;NA;1;577
Gregory J. Privitera;Statistics For The Behavioral Sciences;https://www.goodreads.com/book/show/13257204-statistics-for-the-behavioral-sciences;3,54;26;2011;10;579
Dennis Howitt;Introduction to Statistics in Psychology;https://www.goodreads.com/book/show/11286785-introduction-to-statistics-in-psychology;3,97;29;1997;18;580
Robert D. Drennan;Statistics for Archaeologists: A Common Sense Approach;https://www.goodreads.com/book/show/8656577-statistics-for-archaeologists;3,44;34;1996;7;581
Bodo Winter;Statistics for Linguists: An Introduction Using R;https://www.goodreads.com/book/show/45832395-statistics-for-linguists;4,70;10;NA;2;583
Horace C. Levinson;Chance, Luck, and Statistics;https://www.goodreads.com/book/show/1916002.Chance_Luck_and_Statistics;3,80;10;2001;1;585
Harry Smith;Edexcel A level Mathematics Statistics & Mechanics Year 2 Textbook + e-book: Year 2 (A level Maths and Further Maths 2017);https://www.goodreads.com/book/show/35521551-edexcel-a-level-mathematics-statistics-mechanics-year-2-textbook-e-b;4,00;11;NA;1;587
Frederick J. Gravetter;Study Guide for Gravetter and Wallnau's Essentials of Statistics for the Behavioral Sciences;https://www.goodreads.com/book/show/1986364.Study_Guide_for_Gravetter_and_Wallnau_s_Essentials_of_Statistics_for_the_Behavioral_Sciences;3,93;15;2003;4;588
Heinz Kohler;Statistics for Business and Economics;https://www.goodreads.com/book/show/5043773-statistics-for-business-and-economics;4,27;11;1985;5;589
David Bowers;Medical Statistics from Scratch: An Introduction for Health Professionals;https://www.goodreads.com/book/show/5589683-medical-statistics-from-scratch;4,05;21;2002;24;591
Perry R. Hinton;Statistics Explained: A Guide for Social Science Students;https://www.goodreads.com/book/show/1288732.Statistics_Explained;3,59;32;1995;20;593
Charles Henry Brase;Understandable Statistics;https://www.goodreads.com/book/show/2695074-understandable-statistics;3,37;41;1994;29;594
Rand R. Wilcox;Basic Statistics: Understanding Conventional Methods and Modern Insights;https://www.goodreads.com/book/show/7625854-basic-statistics;3,55;11;2009;3;595
Peter J. Bickel;Mathematical Statistics: Basic Ideas and Selected Topics, Vol I;https://www.goodreads.com/book/show/1825056.Mathematical_Statistics;3,71;17;1983;3;596
Ken Black;Statistics for Business and Economics: First European Edition;https://www.goodreads.com/book/show/13839237-statistics-for-business-and-economics;3,31;16;2012;1;597
Jack Levin;Elementary Statistics in Social Research: Essentials;https://www.goodreads.com/book/show/7531567-elementary-statistics-in-social-research;3,36;22;2003;4;598
David R. Anderson;Modern Business Statistics with Microsoft. Excel;https://www.goodreads.com/book/show/4758813-modern-business-statistics-with-microsoft-excel;3,16;37;2001;28;600
David R. Anderson;Modern Business Statistics with Microsoft. Excel;https://www.goodreads.com/book/show/4758813-modern-business-statistics-with-microsoft-excel;3,16;37;2001;28;601
W. Paul Vogt;Dictionary of Statistics & Methodology: A Nontechnical Guide for the Social Sciences;https://www.goodreads.com/book/show/10323699-dictionary-of-statistics-methodology;4,04;24;1993;12;602
Marty Sternstein;Barron's AP Statistics;https://www.goodreads.com/book/show/16200582-barron-s-ap-statistics;3,41;22;2012;3;603
Brittany Bullard;Style and Statistics: The Art of Retail Analytics (Wiley and SAS Business Series);https://www.goodreads.com/book/show/33138239-style-and-statistics;3,60;15;2016;6;605
Joseph F. Healey;The Essentials Of Statistics: A Tool For Social Research;https://www.goodreads.com/book/show/884919.The_Essentials_Of_Statistics;3,24;25;2006;7;606
Alan Graham;Teach Yourself Statistics;https://www.goodreads.com/book/show/1097318.Teach_Yourself_Statistics;3,43;23;2000;5;608
Dawn Iacobucci;Marketing Models: Multivariate Statistics and Marketing Analytics;https://www.goodreads.com/book/show/13835441-marketing-models;4,20;10;NA;6;609
Sanjiv Jaggia;Business Statistics: Communicating with Numbers;https://www.goodreads.com/book/show/13655571-business-statistics;3,56;25;NA;21;610
Evan M. Berman;Essential Statistics for Public Managers and Policy Analysts;https://www.goodreads.com/book/show/2574165-essential-statistics-for-public-managers-and-policy-analysts;3,10;40;2011;12;611
George Argyrous;Statistics For Research: With A Guide To Spss;https://www.goodreads.com/book/show/12622315-statistics-for-research;3,15;13;2005;6;615
Robert Gould;Introductory Statistics: Exploring the World Through Data;https://www.goodreads.com/book/show/13641044-introductory-statistics;3,71;14;2011;16;620
William A. Barnett;Getting It Wrong: How Faulty Monetary Statistics Undermine the Fed, the Financial System, and the Economy;https://www.goodreads.com/book/show/13294003-getting-it-wrong;4,36;14;2011;5;621
Wendy Steinberg;Statistics Alive!;https://www.goodreads.com/book/show/8567062-statistics-alive;2,69;16;2007;3;625
Robert R. Sokal;Biometry: The Principles And Practice Of Statistics In Biological Research;https://www.goodreads.com/book/show/368969.Biometry;4,02;60;1981;4;627
Frederick L. Coolidge;Statistics: A Gentle Introduction;https://www.goodreads.com/book/show/2642561-statistics;3,46;24;2000;13;628
David Machin;Medical Statistics: A Textbook for the Health Sciences;https://www.goodreads.com/book/show/2020125.Medical_Statistics;3,39;18;2007;2;632
John Townend;Practical Statistics for Environmental and Biological Scientists;https://www.goodreads.com/book/show/2663004-practical-statistics-for-environmental-and-biological-scientists;3,12;16;1902;9;634
Kieth A. Carlson;An Introduction to Statistics: An Active Learning Approach;https://www.goodreads.com/book/show/35503341-an-introduction-to-statistics;3,58;12;2013;16;635
Jeff Gill;Bayesian Methods: A Social and Behavioral Sciences Approach;https://www.goodreads.com/book/show/2371236.Bayesian_Methods;3,88;16;2002;6;637
Enrico Fermi;Notes on Thermodynamics and Statistics;https://www.goodreads.com/book/show/3404450-notes-on-thermodynamics-and-statistics;3,94;16;1967;2;643
Richard L. Scheaffer;Mathematical Statistics with Applications;https://www.goodreads.com/book/show/20936493-mathematical-statistics-with-applications;4,19;16;2010;1;644
Jane Charlotte Miller;Statistics And Chemometrics For Analytical Chemistry;https://www.goodreads.com/book/show/883161.Statistics_And_Chemometrics_For_Analytical_Chemistry;4,16;25;2001;7;645
M. Harris;Medical Statistics Made Easy;https://www.goodreads.com/book/show/19165416-medical-statistics-made-easy;3,62;13;2007;1;648
Gary W. Heiman;Understanding Research Methods and Statistics: An Integrated Introduction for Psychology;https://www.goodreads.com/book/show/1546364.Understanding_Research_Methods_and_Statistics;3,33;12;2001;3;652
B. Michael Thorne;Statistics for the Behavioral Sciences;https://www.goodreads.com/book/show/1759732.Statistics_for_the_Behavioral_Sciences;3,33;15;2002;2;653
Sheldon M. Ross;Introductory Statistics;https://www.goodreads.com/book/show/1969056.Introductory_Statistics;3,12;17;1995;14;657
Scott M. Lynch;Introduction to Applied Bayesian Statistics and Estimation for Social Scientists;https://www.goodreads.com/book/show/887878.Introduction_to_Applied_Bayesian_Statistics_and_Estimation_for_Social_Scientists;3,83;12;2007;6;660
Donald H. Sanders;Statistics: A First Course with Data CD-ROM;https://www.goodreads.com/book/show/340017.Statistics;3,92;12;1994;7;661
John C. Davis;Statistics and Data Analysis in Geology;https://www.goodreads.com/book/show/2787177-statistics-and-data-analysis-in-geology;3,77;13;1973;8;662
Kathrynn A. Adams;Research Methods, Statistics, and Applications;https://www.goodreads.com/book/show/18324349-research-methods-statistics-and-applications;3,83;12;2014;11;668
Martin Sternstein;Barron's AP Statistics;https://www.goodreads.com/book/show/1750596.Barron_s_AP_Statistics;3,66;53;1998;15;669
John H. Davis;Statistics for Compensation;https://www.goodreads.com/book/show/13720709-statistics-for-compensation;3,79;14;2011;7;676
Darren George;IBM SPSS Statistics 19 Step by Step: A Simple Guide and Reference;https://www.goodreads.com/book/show/13691563-ibm-spss-statistics-19-step-by-step;3,80;15;2011;2;678
William J. Vincent;Statistics in Kinesiology;https://www.goodreads.com/book/show/2155831.Statistics_in_Kinesiology;3,25;20;1995;8;682
Wayne W. Daniel;Business Statistics for Management and Economics;https://www.goodreads.com/book/show/2723436-business-statistics-for-management-and-economics;3,80;15;1988;6;684
Antony Davies;Understanding Statistics: An Introduction;https://www.goodreads.com/book/show/36995890-understanding-statistics;4,17;18;2017;3;686
George A. Morgan;IBM SPSS for Introductory Statistics: Use and Interpretation;https://www.goodreads.com/book/show/8737300-ibm-spss-for-introductory-statistics;3,35;31;2010;20;687
Daniel S. Yates;The Practice of Statistics: TI-83/89 Graphing Calculator Enhanced;https://www.goodreads.com/book/show/1033722.The_Practice_of_Statistics;3,40;10;2002;1;688
John D. Fox;A Mathematical Primer for Social Statistics;https://www.goodreads.com/book/show/5962957-a-mathematical-primer-for-social-statistics;3,33;15;2008;9;690
Jay L. Devore;Statistics: The Exploration And Analysis Of Data;https://www.goodreads.com/book/show/986520.Statistics;4,06;17;1985;10;691
Vince Reynolds;Analytics: Data Analytics for Business Insights, Predictive Analysis, Statistics & More!;https://www.goodreads.com/book/show/30369011-analytics;3,06;18;NA;2;692
Alfred P. Rovai;Social Science Research Design and Statistics: A Practitioner's Guide to Research Methods and SPSS Analysis;https://www.goodreads.com/book/show/18343358-social-science-research-design-and-statistics;3,58;19;2012;2;695
David Ebdon;Statistics in Geography: A Practical Approach - Revised with 17 Programs;https://www.goodreads.com/book/show/4357346-statistics-in-geography;3,50;10;1986;1;696
Oded Kafri;Money: Physics and Distributive Justice: A Novel Prespective Exploring Economic Inequality Through Physics and Statistics (Non Fiction Popular Science book);https://www.goodreads.com/book/show/38462760-money;4,00;10;NA;3;697
Zealure C. Holcomb;Interpreting Basic Statistics: A Guide and Workbook Based on Excerpts from Journal Articles;https://www.goodreads.com/book/show/9061997-interpreting-basic-statistics;3,14;21;1992;12;700
David Knoke;Statistics for Social Data Analysis;https://www.goodreads.com/book/show/1058970.Statistics_for_Social_Data_Analysis;3,00;12;2002;1;701
Robert Stine;Business statistics;https://www.goodreads.com/book/show/3571047-business-statistics;3,75;12;2010;1;703
Dennis D. Wackerly;Mathematical Statistics with Applications;https://www.goodreads.com/book/show/12853429-mathematical-statistics-with-applications;4,09;11;2007;1;707
Roxy Peck;Statistics: A Guide to the Unknown;https://www.goodreads.com/book/show/1539670.Statistics;3,04;25;1993;8;711
J.V. Wall;Practical Statistics for Astronomers;https://www.goodreads.com/book/show/1610053.Practical_Statistics_for_Astronomers;3,71;17;2003;13;712
Stephen F. Davis;Introduction to Statistics and Research Methods: Becoming a Psychological Detective, an;https://www.goodreads.com/book/show/1248415.Introduction_to_Statistics_and_Research_Methods;3,30;10;2004;4;715
Bernard W. Silverman;Density Estimation for Statistics and Data Analysis;https://www.goodreads.com/book/show/174314.Density_Estimation_for_Statistics_and_Data_Analysis;3,91;11;1986;5;717
Douglas Downing;Forgotten Statistics;https://www.goodreads.com/book/show/750747.Forgotten_Statistics;3,44;16;1996;3;719
Jim Albert;Teaching Statistics Using Baseball;https://www.goodreads.com/book/show/2300537.Teaching_Statistics_Using_Baseball;3,40;10;2003;2;720
J.D. Lee;Statistics and Numerical Methods in BASIC for Biologists;https://www.goodreads.com/book/show/10942591-statistics-and-numerical-methods-in-basic-for-biologists;4,06;18;1982;2;721
Stephen Jones;Statistics in Psychology: Explanations without Equations;https://www.goodreads.com/book/show/12581089-statistics-in-psychology;4,33;15;2010;2;722
Alan H. Kvanli;Introduction to Business Statistics: A Computer Integrated Approach;https://www.goodreads.com/book/show/5480925-introduction-to-business-statistics;3,45;11;1989;11;725
Norean Sharpe;Business Statistics;https://www.goodreads.com/book/show/13279895-business-statistics;2,92;24;2009;53;726
Gordon Rugg;Using Statistics: A Gentle Introduction;https://www.goodreads.com/book/show/4500670-using-statistics;3,57;14;2007;3;729
Vaclav Brezina;Statistics in Corpus Linguistics;https://www.goodreads.com/book/show/38364592-statistics-in-corpus-linguistics;4,50;12;NA;5;730
Fred Pyrczak;Success at Statistics: A Worktext with Humor;https://www.goodreads.com/book/show/1683386.Success_at_Statistics;3,10;10;2002;10;732
David Hurst Thomas;Refiguring Anthropology: First Principles of Probability & Statistics;https://www.goodreads.com/book/show/270458.Refiguring_Anthropology;2,71;14;1976;2;733
Aapo Hyvärinen;Natural Image Statistics: A Probablistic Approach To Early Computational Vision.;https://www.goodreads.com/book/show/7922138-natural-image-statistics;4,58;12;2009;4;734
Jenifer Larson-Hall;A Guide to Doing Statistics in Second Language Research Using SPSS;https://www.goodreads.com/book/show/7327223-a-guide-to-doing-statistics-in-second-language-research-using-spss;4,43;14;2009;9;736
Stephen Green;Football: Learn to Play Football - The Ultimate Guide to Understand Football Rules, Football Positions, Football Statistics and Watch a Football Game Like a Pro!;https://www.goodreads.com/book/show/28148651-football;3,07;15;NA;3;737
Mark Forshaw;Easy Statistics in Psychology: A Bps Guide;https://www.goodreads.com/book/show/4970252-easy-statistics-in-psychology;3,79;14;2007;2;743
Aaron Schatz;Pro Football Prospectus 2005: Statistics, Analysis, and Insight for the Information Age;https://www.goodreads.com/book/show/784016.Pro_Football_Prospectus_2005;4,44;25;2005;2;746
Martha Aliaga;Interactive Statistics;https://www.goodreads.com/book/show/2356754.Interactive_Statistics;3,73;11;1999;4;754
Roxy Peck;Introduction to Statistics and Data Analysis;https://www.goodreads.com/book/show/3429067-introduction-to-statistics-and-data-analysis;3,57;14;NA;33;756
Richard P. Runyon;Fundamentals Of Behavioral Statistics;https://www.goodreads.com/book/show/1550910.Fundamentals_Of_Behavioral_Statistics;3,10;10;1995;12;757
John Wiley & Sons;A Statistics Compilation: A Wiley eBook Sampler;https://www.goodreads.com/book/show/18983907-a-statistics-compilation;3,50;10;2013;2;760
Susan Rovezzi Carroll;Statistics Made Simple for School Leaders: Data-Driven Decision Making;https://www.goodreads.com/book/show/7703351-statistics-made-simple-for-school-leaders;3,37;19;2001;7;763
Hagen Kleinert;Path Integrals in Quantum Mechanics, Statistics, Polymer Physics, and Financial Markets;https://www.goodreads.com/book/show/462287.Path_Integrals_in_Quantum_Mechanics_Statistics_Polymer_Physics_and_Financial_Markets;4,25;12;2004;8;771
Jack Goldstein;101 Amazing Statistics;https://www.goodreads.com/book/show/35469184-101-amazing-statistics;3,35;23;NA;2;772
James R. Evans;Essentials of Business Statistics and Student CD-ROM [With CDROM];https://www.goodreads.com/book/show/3044734-essentials-of-business-statistics-and-student-cd-rom-with-cdrom;3,35;17;2002;2;776
Geof H. Givens;Computational Statistics;https://www.goodreads.com/book/show/1611122.Computational_Statistics;3,92;12;2005;7;779
Larry J. Stephens;Schaums Outlines Beginning Statistics;https://www.goodreads.com/book/show/2949987-schaums-outlines-beginning-statistics;4,00;11;1997;5;780
Wendy J. Steinberg;Statistics Alive!;https://www.goodreads.com/book/show/2771201-statistics-alive;3,92;13;2007;3;783
Kevin McGarigal;Multivariate Statistics for Wildlife and Ecology Research;https://www.goodreads.com/book/show/1131934.Multivariate_Statistics_for_Wildlife_and_Ecology_Research;4,08;12;2000;3;785
Ian Diamond;Beginning Statistics: An Introduction for Social Scientists;https://www.goodreads.com/book/show/1154497.Beginning_Statistics;2,86;14;2000;7;789
Richard M. Jaeger;Statistics: A Spectator Sport;https://www.goodreads.com/book/show/421657.Statistics;3,67;12;1983;6;794
Chris J. Lloyd;Data Driven Business Decisions;https://www.goodreads.com/book/show/13719814-data-driven-business-decisions;4,36;11;2011;3;795
Robert A. Donnelly Jr.;Business Statistics;https://www.goodreads.com/book/show/13660213-business-statistics;3,67;12;2012;25;797
Jessica M. Utts;Mind on Statistics [With CDROM];https://www.goodreads.com/book/show/2397671.Mind_on_Statistics_With_CDROM_;3,15;20;2001;26;799
William Mendenhall;Statistics For Management And Economics;https://www.goodreads.com/book/show/4080682-statistics-for-management-and-economics;4,10;10;1982;9;806
Thomas Dietz;Introduction to Social Statistics: The Logic of Statistical Reasoning;https://www.goodreads.com/book/show/6981513-introduction-to-social-statistics;4,00;14;2009;2;807
Sanjiv Jaggia;Essentials of Business Statistics: Communicating with Numbers;https://www.goodreads.com/book/show/16217714-essentials-of-business-statistics;4,20;10;2012;12;812
James P. Stevens;Applied Multivariate Statistics for the Social Sciences;https://www.goodreads.com/book/show/1854789.Applied_Multivariate_Statistics_for_the_Social_Sciences;3,92;25;1992;17;815
Heikki Ruskeepaa;Mathematica Navigator: Mathematics, Statistics and Graphics;https://www.goodreads.com/book/show/6363829-mathematica-navigator;3,84;19;2004;4;816
Steven Piantadosi;Clinical Trials: A Methodologic Perspective (Wiley Series in Probability and Statistics);https://www.goodreads.com/book/show/2824829-clinical-trials;3,73;11;1997;12;820
Deborah J. Rumsey;Statistics For Dummies Education Bundle;https://www.goodreads.com/book/show/7026243-statistics-for-dummies-education-bundle;4,15;13;2009;1;821
Gary E. Clayton;A Guide To Everyday Economic Statistics;https://www.goodreads.com/book/show/1176856.A_Guide_To_Everyday_Economic_Statistics;3,48;23;1990;11;826
Susan A. Nolan;Statistics for the Behavioral Sciences;https://www.goodreads.com/book/show/3003951-statistics-for-the-behavioral-sciences;3,33;24;2007;42;828
Robert R. Johnson;Elementary Statistics [with Student's Suite & Video Skillbuilder CD-ROM];https://www.goodreads.com/book/show/1249623.Elementary_Statistics_with_Student_s_Suite_Video_Skillbuilder_CD_ROM_;3,48;21;1976;26;833
David S. Moore;Essential Statistics [with Student CD];https://www.goodreads.com/book/show/7622270-essential-statistics-with-student-cd;3,56;27;2009;24;834
Roger E. Kirk;Statistics: An Introduction;https://www.goodreads.com/book/show/788968.Statistics;2,93;15;1990;7;835
Rishi Sriram;Student Affairs by the Numbers: Quantitative Research and Statistics for Professionals;https://www.goodreads.com/book/show/34063850-student-affairs-by-the-numbers;4,37;19;NA;5;837
Joan Welkowitz;Introductory Statistics for the Behavioral Sciences;https://www.goodreads.com/book/show/1642145.Introductory_Statistics_for_the_Behavioral_Sciences;2,92;12;1999;9;841
Paul Gerhard Hoel;Introduction to Mathematical Statistics;https://www.goodreads.com/book/show/2787359-introduction-to-mathematical-statistics;4,38;13;1962;4;843
Stéphane Tufféry;Data Mining and Statistics for Decision Making;https://www.goodreads.com/book/show/10255430-data-mining-and-statistics-for-decision-making;3,36;11;2011;8;852
Gerald J. Hahn;A Career in Statistics;https://www.goodreads.com/book/show/11766886-a-career-in-statistics;4,15;13;2011;7;857
David S. Moore;The Practice of Statistics for Business and Economics [with Student CD];https://www.goodreads.com/book/show/9027329-the-practice-of-statistics-for-business-and-economics-with-student-cd;2,62;16;2010;19;859
Michael J. Campbell;Statistics at Square One;https://www.goodreads.com/book/show/9550851-statistics-at-square-one;3,50;12;2009;14;861
QuizGuy;English Premier League Quiz: 300 Football Questions on Player Records, Statistics, Transfers, Trophies & Lots More to Test Your Knowledge (Football Quiz Books);https://www.goodreads.com/book/show/53578968-english-premier-league-quiz;4,18;11;NA;2;867
James Jaccard;Statistics for the Behavioral Sciences;https://www.goodreads.com/book/show/2619954-statistics-for-the-behavioral-sciences;3,11;18;1989;8;870
William E. Wagner III;Using IBM SPSS Statistics for Research Methods and Social Science Statistics;https://www.goodreads.com/book/show/14554807-using-ibm-spss-statistics-for-research-methods-and-social-science-statis;3,90;30;2006;29;875
Douglas C. Montgomery;Introduction to Linear Regression Analysis (Wiley Series in Probability and Statistics);https://www.goodreads.com/book/show/19849936-introduction-to-linear-regression-analysis;4,09;76;1981;18;876
William Navidi;Elementary Statistics;https://www.goodreads.com/book/show/40678657-elementary-statistics;3,88;17;NA;32;883
John Davis;Rape Hysteria: Lying With Rape Statistics;https://www.goodreads.com/book/show/24937526-rape-hysteria;2,45;11;2014;2;885
Barry H. Cohen;Introductory Statistics for the Behavioral Sciences;https://www.goodreads.com/book/show/13720598-introductory-statistics-for-the-behavioral-sciences;3,00;11;2011;5;887
Robert Kissell;Algorithmic Trading Methods: Applications Using Advanced Statistics, Optimization, and Machine Learning Techniques;https://www.goodreads.com/book/show/43567651-algorithmic-trading-methods;4,00;16;2013;5;889
Erik Mooi;A Concise Guide to Market Research: The Process, Data, and Methods Using IBM SPSS Statistics;https://www.goodreads.com/book/show/12513779-a-concise-guide-to-market-research;3,82;11;2011;15;894
Tiffany Jones;Intersex: Stories and Statistics from Australia;https://www.goodreads.com/book/show/28923387-intersex;4,82;11;2016;2;898
Jeffrey M. Stanton;Reasoning with Data: An Introduction to Traditional and Bayesian Statistics Using R;https://www.goodreads.com/book/show/32508492-reasoning-with-data;4,42;12;NA;4;902
Myoungjin Kim;Statistics for Evidence-Based Practice in Nursing;https://www.goodreads.com/book/show/16220098-statistics-for-evidence-based-practice-in-nursing;2,83;18;2013;11;903
Neil J. Salkind;Excel Statistics: A Quick Guide;https://www.goodreads.com/book/show/26104305-excel-statistics;3,69;16;2010;15;906
Mehmet Mehmetoglu;Applied Statistics Using Stata: A Guide for the Social Sciences (Sage01);https://www.goodreads.com/book/show/33235135-applied-statistics-using-stata;3,67;12;NA;7;907
Russell T. Hurlburt;Comprehending Behavioral Statistics;https://www.goodreads.com/book/show/2569633-comprehending-behavioral-statistics;3,15;13;1993;9;908
Alvin C. Rencher;Linear Models in Statistics;https://www.goodreads.com/book/show/1753585.Linear_Models_in_Statistics;3,81;16;1999;5;911
Prem S. Mann;Introductory Statistics Using Technology [with Minitab Manual & Blackboard Access];https://www.goodreads.com/book/show/13719003-introductory-statistics-using-technology-with-minitab-manual-blackboa;4,07;14;2005;13;916
Bruce Thompson;Foundations of Behavioral Statistics: An Insight-Based Approach;https://www.goodreads.com/book/show/5480740-foundations-of-behavioral-statistics;3,19;16;2006;6;920
Loretta A. Horton;Calculating and Reporting Healthcare Statistics;https://www.goodreads.com/book/show/17722826-calculating-and-reporting-healthcare-statistics;3,76;21;2005;6;927
Christopher M. Bishop;Pattern Recognition and Machine Learning;https://www.goodreads.com/book/show/40011158-pattern-recognition-and-machine-learning;4,31;1683;2006;9;932
Robyn Williams;Lies, Deep Fries and Statistics;https://www.goodreads.com/book/show/6526598-lies-deep-fries-and-statistics;3,14;14;2007;1;935
Nancy L. Leech;SPSS for Intermediate Statistics: Use and Interpretation [With CDROM];https://www.goodreads.com/book/show/1164058.SPSS_for_Intermediate_Statistics;3,91;32;2004;23;936
MobileReference;Math Formulas and Tables: Algebra, Trigonometry, Geometry, Linear Algebra, Calculus, Statistics. Tables of Integrals, Identities, Transforms & more. FREE Derivatives in demo;https://www.goodreads.com/book/show/19121164-math-formulas-and-tables;3,80;10;2009;3;937
Raymond E. Hampton;Introductory Biological Statistics;https://www.goodreads.com/book/show/528648.Introductory_Biological_Statistics;3,70;10;1994;3;941
Steve Dobbs;Statistics 1 for OCR;https://www.goodreads.com/book/show/1876138.Statistics_1_for_OCR;3,64;11;2002;2;948
Michael Mark Woolfson;Everyday Probability and Statistics: Health, Elections, Gambling and War;https://www.goodreads.com/book/show/4981792-everyday-probability-and-statistics;3,58;12;2008;8;954
Norman R. Draper;Applied Regression Analysis (Wiley Series in Probability and Statistics Book 326);https://www.goodreads.com/book/show/24548321-applied-regression-analysis;3,85;34;1981;12;955
Terance D. Miethe;Simple Statistics: Applications in Social Research;https://www.goodreads.com/book/show/5240543-simple-statistics;3,20;10;2007;2;958
Anna Leon-Guerrero;Essentials Of Social Statistics For A Diverse Society;https://www.goodreads.com/book/show/13059782-essentials-of-social-statistics-for-a-diverse-society;3,33;21;2011;19;967
Lorena Madrigal;Statistics for Anthropology;https://www.goodreads.com/book/show/2663003-statistics-for-anthropology;2,94;17;1998;9;980
Quinton J. Nottingham;Discovering Business Statistics Textbook;https://www.goodreads.com/book/show/20754986-discovering-business-statistics-textbook;3,09;11;NA;1;983
Alan Reifman;Hot Hand: The Statistics Behind Sports' Greatest Streaks;https://www.goodreads.com/book/show/13088271-hot-hand;3,00;10;2011;2;984
Jason Matthiopoulos;How to Be a Quantitative Ecologist: The 'a to R' of Green Mathematics and Statistics;https://www.goodreads.com/book/show/10561975-how-to-be-a-quantitative-ecologist;4,00;10;2011;8;987
Norris McWhirter;Guinness Book of Superstunts & Staggering Statistics;https://www.goodreads.com/book/show/663865.Guinness_Book_of_Superstunts_Staggering_Statistics;4,31;13;1980;3;1002
Michael G. Aamodt;Understanding Statistics: A Guide for I/O Psychologists and Human Resource Professionals;https://www.goodreads.com/book/show/1029125.Understanding_Statistics;4,27;11;2006;1;1018
James P. Stevens;Intermediate Statistics: A Modern Approach [With CDROM];https://www.goodreads.com/book/show/2564085-intermediate-statistics;3,69;13;2000;19;1022
Brigitte Baldi;The Practice of Statistics in the Life Sciences [with CD];https://www.goodreads.com/book/show/12573435-the-practice-of-statistics-in-the-life-sciences-with-cd;3,00;10;2008;14;1026
Neil J. Salkind;Study Guide to Accompany Neil J. Salkind′s Statistics for People Who (Think They) Hate Statistics, 4th Edition;https://www.goodreads.com/book/show/11014830-study-guide-to-accompany-neil-j-salkind-s-statistics-for-people-who-th;4,12;17;2010;21;1040
Bruce L. Bowerman;Essentials of Business Statistics;https://www.goodreads.com/book/show/6729702-essentials-of-business-statistics;3,13;30;2003;37;1044
Patrick Billingsley;Probability and Measure (Wiley Series in Probability and Statistics Book 938);https://www.goodreads.com/book/show/19075369-probability-and-measure;4,25;56;1979;9;1045
Stef van Buuren;Flexible Imputation of Missing Data;https://www.goodreads.com/book/show/41215412-flexible-imputation-of-missing-data;4,29;14;2012;8;1062
Allen Rubin;Statistics for Evidence-Based Practice and Evaluation;https://www.goodreads.com/book/show/8003497-statistics-for-evidence-based-practice-and-evaluation;3,53;17;2006;5;1070
Ronald E. Walpole;Statcrunch Etext for Probability & Statistics for Engineers & Scientists;https://www.goodreads.com/book/show/16269882-statcrunch-etext-for-probability-statistics-for-engineers-scientists;3,82;11;2011;1;1074
Sherri L. Jackson;Statistics: Plain And Simple;https://www.goodreads.com/book/show/1663697.Statistics;3,82;17;2004;7;1085
Dennis D. Wackerly;Mathematical Statistics With Applications;https://www.goodreads.com/book/show/2742528-mathematical-statistics-with-applications;4,18;11;1996;4;1089
Neil J. Salkind;Bundle: Salkind, Statistics for People Who (Think They) Hate Statistics 7e (Paperback) + Sage Ibm(r) Spss(r) Statistics V24.0 Student Version;https://www.goodreads.com/book/show/54431667-bundle;3,00;10;NA;2;1096
Swarnaraja Visvalingam;Mathematics (Level 3 GCE) A Star Practice Paper with Answers (suitable for Edexcel or Pearson Examination board): Advanced Subdsidiary Paper 2: Statistics ... 8MA0/02 (Paper S) (SWANASH Book 2018);https://www.goodreads.com/book/show/36333863-mathematics-level-3-gce-a-star-practice-paper-with-answers-suitable-f;5,00;16;NA;1;1098
Jonathan D. Cryer;Time Series Analysis: With Applications in R;https://www.goodreads.com/book/show/20240353-time-series-analysis;3,62;45;2008;3;1105
Swarnaraja Visvalingam;Mathematics (Level 3 GCE) A Star Practice Paper with Answers for Edexcel and Pearson examinations: Advanced Subsidiary Paper 2: Statistics and Mechanics 8MA0/02(Paper V) (SWANASH);https://www.goodreads.com/book/show/42135119-mathematics-level-3-gce-a-star-practice-paper-with-answers-for-edexcel;5,00;16;NA;1;1108
Jessica M. Utts;Seeing Through Statistics;https://www.goodreads.com/book/show/17421549-seeing-through-statistics;3,49;39;1995;12;1111
